,GiftId,Latitude,Longitude,Weight,distance,served,TripId,cluster,trip_index,trip_id
60022,60023,-3.6270346863599996,141.056333154,18.8360271689,10410.851253897355,True,0,50,26.0,1597.0
60023,60024,36.0314241652,103.631409292,16.1580528456,6001.031831061891,True,0,3,51.0,1508.0
60024,60025,-30.037000616900002,128.280092513,1.0,13347.505478229046,True,0,92,91.0,1686.0
60025,60026,-11.703512500799999,-70.3789117447,28.179632322199996,11308.914612020419,True,0,95,28.0,1690.0
60026,60027,14.6769660451,98.75452307959999,31.196141153200003,8375.539235260714,True,0,26,22.0,1549.0
60027,60028,29.2937812561,-109.169650837,1.0,6750.223540096496,True,0,34,109.0,1567.0
60028,60029,-1.07433062004,-56.5603837701,1.0,10127.003512497637,True,0,29,28.0,1554.0
60029,60030,59.1690983042,-98.5863643876,1.0,3428.2398524500827,True,0,83,83.0,1670.0
60030,60031,60.3799300483,63.365790816899995,44.5843296842,3293.6015054859813,True,0,33,2.0,1563.0
60031,60032,18.380367087699998,30.325509600000004,6.016188350319999,7963.739827993423,True,0,72,58.0,1645.0
60032,60033,46.163677049899995,-74.6208553525,20.2405788013,4874.376714803557,True,0,90,42.0,1682.0
60033,60034,-26.036684225300004,17.0773872609,14.4999518719,12902.690590510061,True,0,67,36.0,1634.0
60034,60035,33.2921622592,-0.29936265935199996,19.5412921488,6305.623857759795,True,0,82,66.0,1667.0
60035,60036,51.4996752592,142.55828656,15.517680139500001,4281.040785344946,True,0,43,43.0,1587.0
60036,60037,-73.5531027266,32.8007433534,10.2946096002,18186.275260174272,True,0,6,50.0,1515.0
60037,60038,15.598350267,38.724504563400004,1.0,8273.085984295089,True,0,22,108.0,1543.0
60038,60039,-23.350060512600002,148.50464235799998,5.11625729636,12603.95166385485,True,0,0,93.0,1502.0
60039,60040,-16.6571558968,-64.0666936668,1.0,11859.734626061942,True,0,2,35.0,1505.0
60040,60041,-21.314773310499998,-65.6644195488,5.76166449804,12377.638052716731,True,0,2,56.0,1506.0
60041,60042,-22.9593712521,119.502173985,1.0,12560.509000192736,True,0,92,97.0,1686.0
60042,60043,64.86959030930001,134.363635151,11.4207203991,2794.3740621050947,True,0,11,48.0,1522.0
60043,60044,41.6720486127,-84.8523450852,9.56062054627,5373.823009392624,True,0,12,73.0,1525.0
60044,60045,-27.698097509,120.74863238,22.973098849299998,13087.431318717378,True,0,92,44.0,1686.0
60045,60046,68.671548703,104.757489086,27.4863643615,2371.6155774119584,True,0,25,9.0,1547.0
60046,60047,63.8752840192,166.962009547,1.0,2904.935877094988,True,0,49,40.0,1596.0
60047,60048,79.45732039810001,-50.3497294774,1.0,1172.292484970355,True,0,27,17.0,1551.0
60048,60049,68.344649213,16.5837227691,1.0,2407.965142222652,True,0,54,43.0,1606.0
60049,60050,1.55868889533,101.8391943,1.0,9834.225100632379,True,0,97,40.0,1694.0
60050,60051,-80.4772117367,29.237910790999997,1.0,18956.201053631263,True,0,6,72.0,1515.0
60051,60052,-4.4733723718,34.6092806239,1.0,10504.959710746381,True,0,73,129.0,1648.0
60052,60053,36.6146436136,126.59333451799999,10.4382596048,5936.180787279373,True,0,86,32.0,1674.0
60053,60054,46.4371899982,15.6258352697,5.16317929748,4843.963462581,True,0,65,75.0,1630.0
60054,60055,1.8954066895800001,103.646685437,1.0,9796.783790200832,True,0,97,56.0,1694.0
60055,60056,58.7427277525,121.736331007,1.0,3475.650094669764,True,0,81,89.0,1665.0
60056,60057,-81.2287423388,11.9544574531,8.62980814737,19039.767443802924,True,0,59,46.0,1617.0
60057,60058,36.3768470611,-87.4222853614,1.0,5962.6225574909395,True,0,12,29.0,1524.0
60058,60059,23.9377231394,40.615496822,1.0,7345.790029486947,True,0,64,68.0,1627.0
60059,60060,40.4427694376,70.6490347746,1.0,5510.512617093553,True,0,56,139.0,1611.0
60060,60061,26.089422552800002,-111.49119147799999,18.208132760599998,7106.531971052793,True,0,34,66.0,1566.0
60061,60062,-0.632439628738,34.1316616437,17.319319886600002,10077.86747613492,True,0,73,60.0,1648.0
60062,60063,35.8616356333,120.039533441,16.985153296,6019.911454411599,True,0,15,41.0,1529.0
60063,60064,20.2179647492,52.5262214333,10.250136179,7759.408290820717,True,0,64,88.0,1628.0
60064,60065,7.63870351637,18.4944006527,1.0,9158.15832084799,True,0,52,6.0,1601.0
60065,60066,28.762930166300002,55.4446105978,10.1460839256,6809.251488085991,True,0,9,64.0,1519.0
60066,60067,55.3149625179,-110.150528691,1.0,3856.80019848588,True,0,83,56.0,1670.0
60067,60068,-76.9759292441,47.4127732492,35.5916083339,18566.876203704735,True,0,6,4.0,1514.0
60068,60069,3.5908755479,15.0272741341,19.015077166199998,9608.256254871805,True,0,5,52.0,1512.0
60069,60070,33.2982055007,-103.37194700799999,1.0,6304.951879964507,True,0,34,130.0,1567.0
60070,60071,-4.57678317335,119.77957994100001,1.0,10516.45846723899,True,0,47,44.0,1593.0
60071,60072,64.1467792577,113.23079805100001,1.0,2874.746983965633,True,0,81,63.0,1665.0
60072,60073,45.740703397,11.9653496916,1.0,4921.409239110353,True,0,65,44.0,1630.0
60073,60074,-0.811097008327,-47.5525682817,20.405207605999998,10097.733270352828,True,0,29,7.0,1554.0
60074,60075,47.491383346499994,-116.019967263,25.165342249800002,4726.7425105476,True,0,10,27.0,1520.0
60075,60076,-72.9732885273,113.98983613799999,1.0,18121.80286281563,True,0,89,66.0,1680.0
60076,60077,-6.18506044064,36.1857230337,26.420588895500003,10695.290739999413,True,0,73,37.0,1648.0
60077,60078,-9.8026278043,29.6721639111,50.0,11097.545877633334,True,0,31,0.0,
60078,60079,56.0714259169,38.7019810011,20.9783097659,3772.685306324781,True,0,37,34.0,1574.0
60079,60080,12.877228781900001,-84.2506036668,1.0,8575.660888221715,True,0,44,60.0,1589.0
60080,60081,-38.289598822600006,-68.8652845781,1.0,14265.152530338877,True,0,45,59.0,1591.0
60081,60082,21.520862906199998,106.489863094,1.0,7614.532625827772,True,0,26,94.0,1550.0
60082,60083,47.981721928,55.8122873879,2.96535010589,4672.219347946711,True,0,60,113.0,1619.0
60083,60084,33.5297428633,-112.13174069700001,1.0,6279.206099914726,True,0,41,140.0,1582.0
60084,60085,37.7120596734,66.3975825633,1.0,5814.153689011352,True,0,77,112.0,1657.0
60085,60086,40.0086479971,-117.49401506299999,23.778884564600002,5558.78471882478,True,0,41,45.0,1581.0
60086,60087,64.73246645,161.922465494,1.0,2809.6215395811773,True,0,71,67.0,1643.0
60087,60088,9.04193101724,40.760127666500004,45.766086413100005,9002.126541823125,True,0,22,3.0,1541.0
60088,60089,22.195557722100002,81.82431646170001,18.6200862478,7539.509985266307,True,0,32,53.0,1562.0
60089,60090,-32.5772661798,144.030179008,39.4001495496,13629.970121153408,True,0,0,9.0,1501.0
60090,60091,41.4906176594,68.54470655909999,1.0,5393.9972109358705,True,0,56,137.0,1611.0
60091,60092,-73.0123149347,97.8471178249,1.0,18126.142401323676,True,0,8,14.0,1517.0
60092,60093,-31.7082431712,-66.48126070720001,1.0,13533.339171459702,True,0,76,120.0,1654.0
60093,60094,13.614203695499999,-85.7696104617,29.5384680872,8493.713016765083,True,0,44,16.0,1588.0
60094,60095,49.288130710699996,133.104973961,29.9197169358,4526.953319186578,True,0,43,18.0,1586.0
60095,60096,48.91536885359999,74.3402250352,3.6875966371099995,4568.402546542701,True,0,99,91.0,1698.0
60096,60097,3.30097807272,-70.01560332359999,29.4040727091,9640.491383358889,True,0,23,18.0,1544.0
60097,60098,29.2011863816,52.6844748322,1.0,6760.519620374187,True,0,9,79.0,1519.0
60098,60099,-81.2672203958,-85.25721247359999,1.0,19044.046008528458,True,0,57,25.0,1612.0
60099,60100,-70.3849326433,11.6208959148,35.971066202399996,17833.99082016424,True,0,59,13.0,1616.0
60100,60101,29.5773130665,-5.31142122967,1.0,6718.696241237669,True,0,82,78.0,1667.0
60101,60102,20.2443736536,22.8782827521,46.3282076023,7756.471754633197,True,0,72,5.0,1644.0
60102,60103,65.0523937382,-141.61458347299998,1.0,2774.0472482381865,True,0,63,69.0,1625.0
60103,60104,48.2074206124,-112.568043245,1.0,4647.12279929108,True,0,10,100.0,1521.0
60104,60105,31.812791619099997,-113.80681689200001,1.0,6470.122367565828,True,0,41,138.0,1582.0
60105,60106,21.6939542593,69.9024990387,6.853520361699999,7595.285745517011,True,0,32,83.0,1562.0
60106,60107,-18.3368717998,44.2296995623,1.0,12046.510512679724,True,0,93,39.0,1687.0
60107,60108,64.43057914239999,25.4661068286,8.10048636117,2843.1898766046825,True,0,54,27.0,1606.0
60108,60109,50.9999440986,-97.27210534870001,32.4514326842,4336.608355089864,True,0,53,26.0,1603.0
60109,60110,61.3536654686,153.533356258,1.0,3185.3270668545133,True,0,71,43.0,1643.0
60110,60111,39.2437005701,38.3139000524,1.0,5643.842991856988,True,0,75,39.0,1652.0
60111,60112,30.7870938961,-5.09689494648,9.43920562084,6584.174750634304,True,0,82,93.0,1668.0
60112,60113,-76.7751632273,106.99104242899999,1.0,18544.552041193925,True,0,89,69.0,1680.0
60113,60114,48.3143120955,117.118954635,36.867785961399996,4635.237008668846,True,0,74,5.0,1649.0
60114,60115,45.518665381999995,-80.4761129353,31.4776116377,4946.098739900582,True,0,90,19.0,1681.0
60115,60116,46.782608803500004,-108.247260959,40.112931192,4805.554643864015,True,0,41,8.0,1580.0
60116,60117,41.1235685021,30.1528823198,19.4946706638,5434.81121505679,True,0,61,25.0,1620.0
60117,60118,80.1618888445,-54.8828914085,7.388053205689999,1093.9480482568376,True,0,27,37.0,1551.0
60118,60119,64.1824755569,-82.35057211270001,1.0,2870.7777365946067,True,0,51,54.0,1600.0
60119,60120,6.74180286289,8.58688934646,45.2977076296,9257.889123219156,True,0,52,3.0,1601.0
60120,60121,29.949082145100004,113.99810487,27.3426592394,6677.357405814025,True,0,88,28.0,1677.0
60121,60122,-78.5089564837,107.786585531,11.8803850973,18737.341055156165,True,0,89,46.0,1679.0
60122,60123,8.335975205810001,25.238080769,18.968116308800003,9080.625246489382,True,0,72,47.0,1645.0
60123,60124,62.5402231571,-149.653992708,31.9709837752,3053.387871722218,True,0,30,28.0,1556.0
60124,60125,40.6918490599,-0.308071315217,14.8336225132,5482.81622676325,True,0,1,37.0,1504.0
60125,60126,-12.4017059406,-64.77022406420001,17.3986273573,11386.550180342692,True,0,48,42.0,1595.0
60126,60127,-71.8927469921,123.004615621,1.0,18001.652126072666,True,0,35,55.0,1569.0
60127,60128,7.156431200469999,100.35197530299999,24.1314077542,9211.784555637194,True,0,97,14.0,1694.0
60128,60129,-71.8672741478,59.418125338,50.0,17998.819675019302,True,0,58,0.0,
60129,60130,37.5828332379,99.3537018529,4.44185927386,5828.523013027312,True,0,3,98.0,1508.0
60130,60131,-78.5045233895,151.83695588700002,10.916115955799999,18736.848117571775,True,0,87,52.0,1676.0
60131,60132,-33.329983446,143.2064685,1.94798853058,13713.668462352613,True,0,0,110.0,1502.0
60132,60133,-75.6971739242,-115.609547928,1.0,18424.685099712107,True,0,28,49.0,1553.0
60133,60134,43.798523361,-97.25762288840001,1.0,5137.3698057439,True,0,53,8.0,1603.0
60134,60135,35.608408903400004,-96.08345587049999,4.26646228435,6048.0689820672715,True,0,79,90.0,1660.0
60135,60136,23.016328630300002,46.568167314200004,11.6187002857,7448.24442433702,True,0,64,77.0,1628.0
60136,60137,-77.1687353974,113.62024055100001,1.0,18588.315269777544,True,0,89,52.0,1680.0
60137,60138,10.629753287,7.948386188630001,1.0,8825.568761012566,True,0,52,124.0,1602.0
60138,60139,11.0611375957,26.608075204000002,24.495138386,8777.601014451056,True,0,72,43.0,1645.0
60139,60140,-81.4678018786,-61.8258799959,1.0,19066.34965179466,True,0,13,52.0,1526.0
60140,60141,-73.2346319179,43.954689470299996,13.0041185927,18150.862921962434,True,0,6,42.0,1515.0
60141,60142,60.6869469545,164.02019034,1.0,3259.462783122431,True,0,71,66.0,1643.0
60142,60143,50.16808696020001,85.0408125461,4.92182213086,4429.1066485730025,True,0,99,88.0,1698.0
60143,60144,76.4319514655,103.05795776,20.096233414300002,1508.6981615035395,True,0,25,29.0,1547.0
60144,60145,-86.3364076381,110.30912596600001,1.0,19607.71391208353,True,0,89,41.0,1679.0
60145,60146,28.309944279699998,73.8529625592,15.756140014100001,6859.621220517501,True,0,77,63.0,1656.0
60146,60147,44.661401803500006,19.8074127844,22.7444444019,5041.42210062694,True,0,65,38.0,1630.0
60147,60148,32.9171714254,50.8314558548,50.0,6347.320936016568,True,0,9,0.0,
60148,60149,49.652972743199996,56.5185301449,31.667851067199997,4486.384736145888,True,0,56,15.0,1609.0
60149,60150,-10.900048991199998,-37.5217599044,11.311972626800001,11219.573546008865,True,0,96,49.0,1693.0
60150,60151,10.7403346933,-10.1179011564,20.0132931855,8813.272669650783,True,0,55,46.0,1608.0
60151,60152,-22.6683584009,-63.2195993077,1.0,12528.149847550927,True,0,2,83.0,1506.0
60152,60153,42.980964373199996,77.2778542331,1.0,5228.27821741992,True,0,99,40.0,1698.0
60153,60154,55.9816653525,73.9474274739,7.27051210068,3782.666225698813,True,0,33,69.0,1564.0
60154,60155,-12.412262135,-62.5256429354,23.2135683781,11387.723975604644,True,0,48,40.0,1595.0
60155,60156,60.08969394060001,-156.64392713799998,47.633617575500004,3325.8742881912826,True,0,30,3.0,1556.0
60156,60157,65.4342137923,90.6125916738,28.527212510300004,2731.590795331114,True,0,94,23.0,1688.0
60157,60158,-6.86197819039,-61.913694533999994,49.4531869379,10770.560559527263,True,0,48,1.0,1594.0
60158,60159,27.6210946501,71.1741318484,12.2982374895,6936.217804550003,True,0,77,80.0,1656.0
60159,60160,35.5593456712,85.4661000738,12.5796628168,6053.524564572695,True,0,39,25.0,1576.0
60160,60161,82.9159648889,-44.8180987416,14.4090416821,787.7087645262417,True,0,27,25.0,1551.0
60161,60162,-12.547884605999998,31.3727572433,12.4530307687,11402.804506318842,True,0,31,90.0,1560.0
60162,60163,-25.5815497323,-63.0219495123,1.0,12852.081943947516,True,0,2,65.0,1506.0
60163,60164,3.4289433621599996,116.18605840200001,8.3620240575,9626.26229238656,True,0,47,22.0,1593.0
60164,60165,49.9137077422,-94.3637938211,4.34347309589,4457.392327058414,True,0,53,29.0,1604.0
60165,60166,71.3304991521,-31.226163372,11.6254065975,2075.9537772727667,True,0,17,23.0,1533.0
60166,60167,36.3717730224,68.5623155714,11.151462557,5963.186764851977,True,0,77,58.0,1656.0
60167,60168,21.2449027158,-102.15155636200001,10.173914032699999,7645.21799895612,True,0,34,96.0,1567.0
60168,60169,48.1321488026,0.9398397193529999,1.0,4655.492642660193,True,0,1,49.0,1504.0
60169,60170,-86.0243461025,2.5347293161,39.83070564,19573.01425252391,True,0,46,9.0,1592.0
60170,60171,39.2036273243,-89.59217101700001,1.0,5648.2989334841295,True,0,79,107.0,1660.0
60171,60172,23.647901377600004,26.803106394,25.9648399225,7378.016739030294,True,0,18,38.0,1535.0
60172,60173,-78.15240795439999,11.0678107638,31.5195188008,18697.694667595428,True,0,59,19.0,1616.0
60173,60174,56.9867525785,79.5022457351,1.0,3670.90562533236,True,0,99,70.0,1698.0
60174,60175,64.1529092401,159.34688396,1.9620667468400002,2874.0653610223326,True,0,71,14.0,1643.0
60175,60176,-24.223528478899997,31.058661266399998,27.8218106158,12701.07687029395,True,0,31,31.0,1559.0
60176,60177,55.685805091199995,159.635439056,1.0,3815.564385751108,True,0,71,54.0,1643.0
60177,60178,63.113861720100005,-142.98378158100002,6.431166536369999,2989.6021737889437,True,0,63,65.0,1625.0
60178,60179,43.4251663984,-85.42645707189999,1.0,5178.88520581244,True,0,12,91.0,1525.0
60179,60180,-78.0493127378,-20.9482924908,3.6212987989,18686.231002548182,True,0,19,45.0,1536.0
60180,60181,48.238485044499996,8.07879703113,34.2364338087,4643.668592042465,True,0,1,13.0,1503.0
60181,60182,63.787401869600004,-159.08120083,5.19999452166,2914.707926273126,True,0,30,74.0,1557.0
60182,60183,20.3356746511,106.05522569799999,7.31379145597,7746.31954691361,True,0,26,42.0,1550.0
60183,60184,36.206019695500004,87.290585702,1.0,5981.617693877714,True,0,39,78.0,1577.0
60184,60185,56.4934514191,58.503761457299994,1.0,3725.7582115655196,True,0,14,80.0,1528.0
60185,60186,27.3385180346,20.158863127300002,4.02880542093,6967.638890581994,True,0,91,92.0,1684.0
60186,60187,-76.8293626388,-101.516573438,50.0,18550.57874077986,True,0,57,3.0,1612.0
60187,60188,35.734194197600004,75.1845530553,2.46076306791,6034.082295505738,True,0,39,64.0,1577.0
60188,60189,-24.8708763204,150.350690309,8.21624187113,12773.058666043056,True,0,0,54.0,1502.0
60189,60190,38.093828675,59.0037112915,13.8865966117,5771.702912883273,True,0,56,80.0,1611.0
60190,60191,64.3753113454,48.896067063400004,13.5292092299,2849.335375237905,True,0,14,42.0,1528.0
60191,60192,-23.558723198200003,30.8935917642,1.0,12627.1538958736,True,0,31,148.0,1560.0
60192,60193,8.93909394472,33.8614477835,21.750196913899998,9013.561502558327,True,0,22,59.0,1542.0
60193,60194,-9.67626340712,16.0024452625,22.752867030999997,11083.494797758422,True,0,42,55.0,1584.0
60194,60195,20.0276287526,93.08156261040001,6.12508674142,7780.572688000477,True,0,69,89.0,1640.0
60195,60196,20.4591150694,99.4642088893,20.572660388499997,7732.593598655771,True,0,26,40.0,1550.0
60196,60197,-2.00807987346,14.8894672877,50.0,10230.831692236086,True,0,5,0.0,
60197,60198,70.193612699,-109.927105795,17.4973778144,2202.369783028415,True,0,66,36.0,1632.0
60198,60199,36.9932022137,99.1372869807,1.0,5894.086991510586,True,0,3,99.0,1508.0
60199,60200,27.841812296700002,-100.692266497,21.627827852800003,6911.675122027155,True,0,34,40.0,1566.0
60200,60201,35.097584719000004,80.6423951539,18.6542973072,6104.870039779897,True,0,39,36.0,1577.0
60201,60202,12.5386056808,77.5568329901,1.0,8613.314059108681,True,0,32,124.0,1562.0
60202,60203,30.4469700856,72.5525461033,30.8600511491,6621.99479279292,True,0,77,27.0,1656.0
60203,60204,46.1889947934,17.9516241663,50.0,4871.561510172267,True,0,65,0.0,
60204,60205,40.3591381049,110.298437693,1.0,5519.811996998316,True,0,15,91.0,1530.0
60205,60206,44.395114983,123.666386635,1.0,5071.031844098851,True,0,74,76.0,1650.0
60206,60207,50.9811681412,106.13277702200001,1.0,4338.696146295638,True,0,85,90.0,1673.0
60207,60208,38.7044487734,33.7392721727,1.0,5703.805055833992,True,0,61,98.0,1621.0
60208,60209,-24.570416909899997,144.549171299,2.28772833341,12739.649103932841,True,0,0,98.0,1502.0
60209,60210,51.1466683261,99.7923468236,18.6387825536,4320.293365376022,True,0,62,30.0,1623.0
60210,60211,-2.8567947737299995,-40.3083740904,1.0,10325.20448331375,True,0,96,94.0,1693.0
60211,60212,-0.36559404541699997,-49.297071513199995,1.83253445176,10048.195601072115,True,0,29,100.0,1555.0
60212,60213,-85.3217243403,134.915534771,24.73981985,19494.88627721722,True,0,35,33.0,1569.0
60213,60214,51.9087884316,94.64913148069999,1.0,4235.549476150604,True,0,62,49.0,1623.0
60214,60215,-22.895816521900002,-67.3711474858,1.0,12553.442036630231,True,0,2,80.0,1506.0
60215,60216,32.321586036,-116.720359838,12.7022348549,6413.547009701474,True,0,41,86.0,1582.0
60216,60217,13.151974877699999,102.158703914,33.3935788138,8545.110516253355,True,0,26,20.0,1549.0
60217,60218,4.40572014955,23.0121731592,1.0,9517.649669164619,True,0,5,77.0,1512.0
60218,60219,75.63492188020001,-114.428004303,1.0,1597.323807774515,True,0,66,100.0,1632.0
60219,60220,-77.3768932625,-82.7053268162,1.0,18611.46136831783,True,0,57,70.0,1613.0
60220,60221,18.392233388,54.149512861400005,5.90382120872,7962.420355602022,True,0,64,87.0,1628.0
60221,60222,-73.7141385105,125.542247654,1.0,18204.18162235218,True,0,35,44.0,1569.0
60222,60223,-85.9040641964,87.8846618548,23.806757109899998,19559.639514798444,True,0,24,7.0,1546.0
60223,60224,22.230750462,56.6529774688,3.18941227152,7535.596731134705,True,0,9,93.0,1519.0
60224,60225,31.5723246758,97.99760609100001,12.088935418499998,6496.861071686512,True,0,69,71.0,1639.0
60225,60226,57.171699922100004,-100.009208962,31.9758654438,3650.3404190276506,True,0,83,15.0,1669.0
60226,60227,25.7539963848,27.622409023899998,23.797930551300002,7143.82965919822,True,0,18,19.0,1534.0
60227,60228,7.040029778639999,5.6014710807800006,1.0,9224.727803198903,True,0,52,61.0,1602.0
60228,60229,-16.0842865594,34.2462799176,46.5657803889,11796.03446211283,True,0,31,3.0,1558.0
60229,60230,41.365829866599995,45.881344457299996,48.646069626099994,5407.872980402402,True,0,60,1.0,1618.0
60230,60231,51.536029183500006,-85.44289649640001,44.100618581099994,4276.998413399166,True,0,53,9.0,1603.0
60231,60232,26.5211808663,113.10648436,7.57257032397,7058.5226370549835,True,0,88,72.0,1678.0
60232,60233,-27.1393807307,31.9343569535,11.0757104918,13025.304847539224,True,0,67,89.0,1634.0
60233,60234,80.78540759970001,93.92335463040001,1.0,1024.6159260108668,True,0,25,21.0,1547.0
60234,60235,21.7638652566,75.788355665,19.7091618658,7587.5119973005885,True,0,32,43.0,1562.0
60235,60236,47.257592281099996,52.2967234225,1.0,4752.738890914907,True,0,60,117.0,1619.0
60236,60237,42.0665601077,70.1660630712,1.0,5329.955332645664,True,0,56,25.0,1609.0
60237,60238,-2.6537117578,20.980029877,1.0,10302.622682254658,True,0,5,134.0,1513.0
60238,60239,-2.65204005916,-76.2211837478,1.0,10302.43679784701,True,0,23,95.0,1545.0
60239,60240,-12.1346798545,-75.0055568736,1.0,11356.858234286616,True,0,95,53.0,1691.0
60240,60241,46.6846159216,-100.612024985,14.170909551900001,4816.450955178576,True,0,53,64.0,1604.0
60241,60242,-81.7748582684,114.22338863,2.19727753975,19100.49276453422,True,0,89,58.0,1680.0
60242,60243,22.7736792035,85.1013788282,1.0,7475.22580955039,True,0,32,92.0,1562.0
60243,60244,41.3397267485,-8.597828113239999,1.0,5410.775514704726,True,0,1,90.0,1504.0
60244,60245,38.8295948569,22.560499261,19.4934599463,5689.889446259355,True,0,61,31.0,1620.0
60245,60246,-9.489414738119999,-51.4368518712,1.0,11062.718173715333,True,0,29,73.0,1555.0
60246,60247,46.6124627796,-1.6959564996,48.9280798229,4824.474018510439,True,0,1,0.0,
60247,60248,20.583730030599998,46.9483476875,25.2078643063,7718.737047186319,True,0,64,20.0,1626.0
60248,60249,-37.0587363165,-67.7015524196,50.0,14128.286864263546,True,0,45,0.0,
60249,60250,-21.8943128616,116.04186934299999,24.456988785500002,12442.079910588916,True,0,92,41.0,1686.0
60250,60251,44.747461058599995,28.3631124214,1.0,5031.852748069011,True,0,61,85.0,1621.0
60251,60252,44.6346571883,71.2481728231,38.0077397167,5044.395966152242,True,0,56,17.0,1609.0
60252,60253,62.52813677859999,-153.915484873,4.30056036691,3054.731815692926,True,0,30,75.0,1557.0
60253,60254,-12.9789011682,33.1466105713,18.2136961103,11450.731361335262,True,0,31,70.0,1559.0
60254,60255,39.9240520058,-98.0329975799,50.0,5568.191363871807,True,0,79,0.0,
60255,60256,50.243315800299996,50.551994448100004,25.029078590900003,4420.74158321653,True,0,60,7.0,1618.0
60256,60257,26.5056876509,85.7431531162,22.6466021248,7060.245404004872,True,0,69,48.0,1639.0
60257,60258,35.2358971089,74.7946117338,13.4034382263,6089.4904037309325,True,0,77,67.0,1656.0
60258,60259,51.9383183179,17.1656230468,1.0,4232.265902609654,True,0,65,99.0,1630.0
60259,60260,33.8135097134,95.7733852986,1.0,6247.652665833699,True,0,3,81.0,1508.0
60260,60261,-18.5764212222,-55.3224170884,13.8642132178,12073.147193131239,True,0,68,69.0,1636.0
60261,60262,-80.244382285,-104.703890567,20.0655073868,18930.311599828787,True,0,57,41.0,1613.0
60262,60263,22.402075391500002,-7.98199579007,1.0,7516.546268166569,True,0,21,91.0,1539.0
60263,60264,65.53277839260001,107.071703105,1.0,2720.6309118310046,True,0,25,63.0,1548.0
60264,60265,36.1052486523,100.319714735,1.0,5992.8229226342355,True,0,3,101.0,1508.0
60265,60266,50.824132695,-95.0523779361,19.1585836121,4356.157691216442,True,0,53,59.0,1604.0
60266,60267,64.4070753766,142.750526857,1.0,2845.8033761186844,True,0,11,45.0,1522.0
60267,60268,-32.9613977961,-56.550139088,10.5479585889,13672.683608049745,True,0,76,68.0,1654.0
60268,60269,66.8386967075,125.168412406,1.0,2575.4194206019133,True,0,81,78.0,1665.0
60269,60270,-13.3392333183,49.6229404455,1.0,11490.798468333307,True,0,93,43.0,1687.0
60270,60271,58.0875535044,73.3154155628,43.363962343900006,3548.502147126648,True,0,33,4.0,1563.0
60271,60272,18.5218150925,-4.62423842427,42.882590105300004,7948.011527475667,True,0,21,10.0,1538.0
60272,60273,30.996428403600003,-106.605768662,1.0,6560.897815428669,True,0,34,133.0,1567.0
60273,60274,28.030108002800002,110.886673065,21.124946168,6890.7375947998835,True,0,88,36.0,1678.0
60274,60275,17.5134631949,36.868236676399995,18.164099199000002,8060.135142761202,True,0,64,50.0,1627.0
60275,60276,-6.03386180326,-45.8322594447,38.6611625003,10678.478218607188,True,0,96,12.0,1692.0
60276,60277,-83.6017402358,54.143894306499995,1.0,19303.632770887525,True,0,58,9.0,1614.0
60277,60278,34.2271204706,76.1969043732,2.26052217627,6201.661248027444,True,0,39,115.0,1577.0
60278,60279,24.655126949499998,-98.78888564549999,1.0,7266.018365448352,True,0,34,122.0,1567.0
